issue_a,issue_b,split_a,split_b,cosine_similarity,cross_split,decision
28064,34036,train,train,0.9596,False,
34690,37430,train,train,0.9595,False,
34690,37970,train,train,0.9595,False,
37045,37430,train,train,0.9595,False,
37045,37970,train,train,0.9595,False,
37430,34193,train,train,0.9595,False,
34193,37970,train,train,0.9595,False,
34070,34855,train,val,0.9594,True,
92086,92087,test,test,0.9593,False,
34736,34875,train,train,0.9593,False,
37817,34192,val,train,0.9593,True,
37861,34192,train,train,0.9593,False,
37988,34192,train,train,0.9593,False,
34171,36943,train,train,0.9590,False,
34171,38046,train,train,0.9590,False,
34171,38070,train,train,0.9590,False,
36906,36943,train,train,0.9590,False,
36906,38046,train,train,0.9590,False,
36906,38070,train,train,0.9590,False,
36943,34479,train,val,0.9590,True,
38046,34479,train,val,0.9590,True,
38070,34479,train,val,0.9590,True,
37879,34855,val,val,0.9589,False,
34585,34383,train,train,0.9584,False,
37811,37879,train,val,0.9584,True,
34792,36944,train,train,0.9582,False,
34792,37115,train,train,0.9582,False,
34792,38018,train,train,0.9582,False,
34792,38099,train,train,0.9582,False,
34889,36944,val,train,0.9582,True,
34889,37115,val,train,0.9582,True,
34889,38018,val,train,0.9582,True,
34889,38099,val,train,0.9582,True,
36944,34186,train,train,0.9582,False,
36944,34480,train,train,0.9582,False,
37115,34186,train,train,0.9582,False,
37115,34480,train,train,0.9582,False,
38018,34186,train,train,0.9582,False,
38018,34480,train,train,0.9582,False,
38099,34186,train,train,0.9582,False,
38099,34480,train,train,0.9582,False,
92087,92097,test,test,0.9581,False,
27517,30052,train,train,0.9581,False,
27517,32641,train,train,0.9581,False,
27517,32757,train,train,0.9581,False,
27517,32857,train,val,0.9581,True,
27517,34913,train,train,0.9581,False,
27517,28295,train,train,0.9581,False,
27517,30761,train,train,0.9581,False,
27517,30775,train,train,0.9581,False,
27517,31492,train,val,0.9581,True,
27517,32943,train,val,0.9581,True,
27517,34477,train,train,0.9581,False,
27517,30578,train,train,0.9581,False,
27517,31131,train,train,0.9581,False,
27517,33991,train,val,0.9581,True,
27517,35872,train,train,0.9581,False,
37879,34671,val,train,0.9581,True,
34173,36946,train,train,0.9580,False,
34173,37034,train,val,0.9580,True,
36946,34481,train,train,0.9580,False,
36946,34863,train,val,0.9580,True,
37034,34481,val,train,0.9580,True,
37034,34863,val,val,0.9580,False,
34855,37159,val,val,0.9572,False,
36276,32467,train,train,0.9572,False,
38024,33560,train,train,0.9570,False,
38024,34670,train,train,0.9570,False,
33560,38014,train,train,0.9570,False,
34670,38014,train,train,0.9570,False,
37153,34194,train,train,0.9569,False,
37172,36631,train,train,0.9569,False,
35570,36945,train,val,0.9568,True,
36254,36945,train,val,0.9568,True,
36945,34172,val,train,0.9568,True,
36945,35768,val,val,0.9568,False,
38293,29647,val,train,0.9567,True,
35780,38017,train,train,0.9566,False,
35780,38016,train,train,0.9566,False,
35780,38027,train,train,0.9566,False,
35780,38029,train,val,0.9566,True,
35853,37588,val,train,0.9566,True,
35853,38073,val,val,0.9566,False,
36383,37588,train,train,0.9566,False,
36383,38073,train,val,0.9566,True,
36414,37588,train,train,0.9566,False,
36414,38073,train,val,0.9566,True,
37403,37588,val,train,0.9566,True,
37403,38073,val,val,0.9566,False,
37406,37588,val,train,0.9566,True,
37406,38073,val,val,0.9566,False,
37588,32828,train,val,0.9566,True,
37588,34164,train,val,0.9566,True,
37588,37340,train,train,0.9566,False,
37588,35257,train,train,0.9566,False,
37588,35564,train,train,0.9566,False,
37588,35735,train,train,0.9566,False,
37588,36151,train,val,0.9566,True,
37588,36454,train,train,0.9566,False,
32828,38073,val,val,0.9566,False,
34164,38073,val,val,0.9566,False,
37340,38073,train,val,0.9566,True,
35257,38073,train,val,0.9566,True,
35564,38073,train,val,0.9566,True,
35735,38073,train,val,0.9566,True,
36151,38073,val,val,0.9566,False,
36454,38073,train,val,0.9566,True,
34671,34872,train,train,0.9565,False,
83529,73884,test,test,0.9564,False,
38201,37101,train,val,0.9563,True,
33421,34855,train,val,0.9560,True,
34201,36961,train,train,0.9559,False,
34201,37000,train,train,0.9559,False,
34622,36961,train,train,0.9559,False,
34622,37000,train,train,0.9559,False,
34706,36961,train,train,0.9559,False,
34706,37000,train,train,0.9559,False,
34932,36961,train,train,0.9559,False,
34932,37000,train,train,0.9559,False,
36406,36961,val,train,0.9559,True,
36406,37000,val,train,0.9559,True,
36433,36961,train,train,0.9559,False,
36433,37000,train,train,0.9559,False,
36687,36961,train,train,0.9559,False,
36687,37000,train,train,0.9559,False,
36961,32441,train,train,0.9559,False,
36961,33858,train,train,0.9559,False,
36961,35011,train,train,0.9559,False,
37000,32441,train,train,0.9559,False,
37000,33858,train,train,0.9559,False,
37000,35011,train,train,0.9559,False,
37776,33421,train,train,0.9557,False,
33741,36958,train,train,0.9556,False,
33741,38162,train,val,0.9556,True,
34178,36958,train,train,0.9556,False,
34178,38162,train,val,0.9556,True,
34701,36958,train,train,0.9556,False,
34701,38162,train,val,0.9556,True,
36907,36958,train,train,0.9556,False,
36907,38162,train,val,0.9556,True,
34191,37581,train,train,0.9556,False,
34191,38025,train,train,0.9556,False,
34191,38011,train,train,0.9556,False,
34880,37581,train,train,0.9556,False,
34880,38025,train,train,0.9556,False,
34880,38011,train,train,0.9556,False,
37581,33742,train,train,0.9556,False,
37581,34499,train,train,0.9556,False,
38025,33742,train,train,0.9556,False,
38025,34499,train,train,0.9556,False,
33742,38011,train,train,0.9556,False,
34499,38011,train,train,0.9556,False,
36787,37993,val,val,0.9552,False,
36787,37170,val,train,0.9552,True,
37993,28413,val,val,0.9552,False,
37993,30066,val,val,0.9552,False,
37993,31855,val,train,0.9552,True,
28413,37170,val,train,0.9552,True,
30066,37170,val,train,0.9552,True,
31855,37170,train,train,0.9552,False,
86873,90761,test,test,0.9552,False,
37879,33421,val,train,0.9548,True,
34176,36956,train,train,0.9539,False,
34176,37782,train,train,0.9539,False,
34564,36956,train,train,0.9539,False,
34564,37782,train,train,0.9539,False,
34878,36956,val,train,0.9539,True,
34878,37782,val,train,0.9539,True,
35178,36956,train,train,0.9539,False,
35178,37782,train,train,0.9539,False,
35357,36956,train,train,0.9539,False,
35357,37782,train,train,0.9539,False,
35869,36956,train,train,0.9539,False,
35869,37782,train,train,0.9539,False,
34189,38021,train,train,0.9539,False,
34189,38008,train,train,0.9539,False,
35801,38021,train,train,0.9539,False,
35801,38008,train,train,0.9539,False,
35847,38021,train,train,0.9539,False,
35847,38008,train,train,0.9539,False,
38021,34208,train,train,0.9539,False,
34208,38008,train,train,0.9539,False,
6451,6690,train,train,0.9539,False,
36553,37344,train,train,0.9537,False,
37760,37764,train,val,0.9536,True,
37811,34872,train,train,0.9533,False,
10795,11901,val,train,0.9531,True,
36947,34174,train,train,0.9530,False,
34184,36935,train,train,0.9530,False,
35769,36935,val,train,0.9530,True,
36935,34116,train,train,0.9530,False,
37760,37762,train,val,0.9530,True,
34774,28293,train,train,0.9528,False,
37053,33482,val,train,0.9526,True,
36473,36422,val,train,0.9524,True,
35759,36942,train,train,0.9522,False,
35759,37631,train,train,0.9522,False,
35759,38045,train,train,0.9522,False,
36942,34185,train,train,0.9522,False,
37631,34185,train,train,0.9522,False,
38045,34185,train,train,0.9522,False,
92087,92103,test,test,0.9521,False,
33406,35150,train,train,0.9520,False,
33649,27156,train,train,0.9520,False,
36940,34078,train,train,0.9519,False,
36940,34656,train,train,0.9519,False,
34078,37143,train,val,0.9519,True,
34656,37143,train,val,0.9519,True,
3686,4127,train,train,0.9517,False,
33421,37160,train,train,0.9517,False,
92084,92087,test,test,0.9516,False,
34837,36931,train,train,0.9515,False,
34837,37025,train,val,0.9515,True,
34912,36931,train,train,0.9515,False,
34912,37025,train,val,0.9515,True,
36931,34165,train,train,0.9515,False,
34165,37025,train,val,0.9515,True,
21838,21846,train,train,0.9511,False,
33421,37937,train,val,0.9511,True,
27662,29820,train,train,0.9511,False,
32074,32078,train,train,0.9507,False,
34823,36938,train,train,0.9506,False,
34823,37168,train,train,0.9506,False,
34823,37930,train,train,0.9506,False,
34823,38066,train,train,0.9506,False,
36938,34155,train,train,0.9506,False,
36938,35006,train,train,0.9506,False,
37168,34155,train,train,0.9506,False,
37168,35006,train,train,0.9506,False,
37930,34155,train,train,0.9506,False,
37930,35006,train,train,0.9506,False,
38066,34155,train,train,0.9506,False,
38066,35006,train,train,0.9506,False,
33738,36939,train,train,0.9506,False,
34815,36939,train,train,0.9506,False,
35754,36939,val,train,0.9506,True,
36939,34170,train,train,0.9506,False,
92086,92101,test,test,0.9505,False,
34795,37058,train,train,0.9504,False,
34118,37058,train,train,0.9504,False,
14384,22676,train,train,0.9504,False,
92093,92086,test,test,0.9503,False,
29816,30018,train,val,0.9499,True,
33739,38263,train,val,0.9498,True,
33739,36954,train,train,0.9498,False,
34175,38263,train,val,0.9498,True,
34175,36954,train,train,0.9498,False,
35575,38263,val,val,0.9498,False,
35575,36954,val,train,0.9498,True,
36452,38263,train,val,0.9498,True,
36452,36954,train,train,0.9498,False,
38263,34231,val,train,0.9498,True,
34231,36954,train,train,0.9498,False,
37975,34686,train,train,0.9497,False,
37764,37767,val,train,0.9495,True,
36317,37147,val,train,0.9495,True,
37178,34682,train,train,0.9494,False,
37848,34682,val,train,0.9494,True,
34682,37895,train,train,0.9494,False,
34682,37947,train,val,0.9494,True,
92097,92101,test,test,0.9493,False,
33421,37159,train,val,0.9491,True,
31591,29770,train,train,0.9490,False,
28106,37482,train,train,0.9487,False,
36846,38015,train,train,0.9486,False,
38015,34665,train,train,0.9486,False,
37044,38060,train,val,0.9485,True,
33399,38060,train,val,0.9485,True,
34087,38060,train,val,0.9485,True,
29734,36861,train,val,0.9483,True,
29734,36874,train,train,0.9483,False,
29734,37602,train,val,0.9483,True,
29734,38044,train,val,0.9483,True,
30473,36861,train,val,0.9483,True,
30473,36874,train,train,0.9483,False,
30473,37602,train,val,0.9483,True,
30473,38044,train,val,0.9483,True,
30573,36861,train,val,0.9483,True,
30573,36874,train,train,0.9483,False,
30573,37602,train,val,0.9483,True,
30573,38044,train,val,0.9483,True,
34205,36861,train,val,0.9483,True,
34205,36874,train,train,0.9483,False,
34205,37602,train,val,0.9483,True,
34205,38044,train,val,0.9483,True,
34675,36861,train,val,0.9483,True,
34675,36874,train,train,0.9483,False,
34675,37602,train,val,0.9483,True,
34675,38044,train,val,0.9483,True,
35239,36861,train,val,0.9483,True,
35239,36874,train,train,0.9483,False,
35239,37602,train,val,0.9483,True,
35239,38044,train,val,0.9483,True,
36118,36861,train,val,0.9483,True,
36118,36874,train,train,0.9483,False,
36118,37602,train,val,0.9483,True,
36118,38044,train,val,0.9483,True,
36861,27681,val,val,0.9483,False,
36861,28423,val,train,0.9483,True,
36861,31191,val,val,0.9483,False,
36861,32570,val,train,0.9483,True,
36861,32683,val,train,0.9483,True,
36861,33992,val,train,0.9483,True,
36861,34478,val,train,0.9483,True,
36861,36111,val,train,0.9483,True,
36861,31120,val,train,0.9483,True,
36861,36562,val,train,0.9483,True,
36874,27681,train,val,0.9483,True,
36874,28423,train,train,0.9483,False,
36874,31191,train,val,0.9483,True,
36874,32570,train,train,0.9483,False,
36874,32683,train,train,0.9483,False,
36874,33992,train,train,0.9483,False,
36874,34478,train,train,0.9483,False,
36874,36111,train,train,0.9483,False,
36874,31120,train,train,0.9483,False,
36874,36562,train,train,0.9483,False,
37602,27681,val,val,0.9483,False,
37602,28423,val,train,0.9483,True,
37602,31191,val,val,0.9483,False,
37602,32570,val,train,0.9483,True,
37602,32683,val,train,0.9483,True,
37602,33992,val,train,0.9483,True,
37602,34478,val,train,0.9483,True,
37602,36111,val,train,0.9483,True,
37602,31120,val,train,0.9483,True,
37602,36562,val,train,0.9483,True,
38044,27681,val,val,0.9483,False,
38044,28423,val,train,0.9483,True,
38044,31191,val,val,0.9483,False,
38044,32570,val,train,0.9483,True,
38044,32683,val,train,0.9483,True,
38044,33992,val,train,0.9483,True,
38044,34478,val,train,0.9483,True,
38044,36111,val,train,0.9483,True,
38044,31120,val,train,0.9483,True,
38044,36562,val,train,0.9483,True,
92087,92101,test,test,0.9481,False,
34684,36953,train,train,0.9478,False,
34684,37339,train,train,0.9478,False,
34684,38042,train,train,0.9478,False,
34684,38055,train,train,0.9478,False,
36953,33603,train,train,0.9478,False,
36953,34187,train,train,0.9478,False,
37339,33603,train,train,0.9478,False,
37339,34187,train,train,0.9478,False,
38042,33603,train,train,0.9478,False,
38042,34187,train,train,0.9478,False,
38055,33603,train,train,0.9478,False,
38055,34187,train,train,0.9478,False,
33315,33316,train,train,0.9478,False,
92085,92086,test,test,0.9475,False,
33507,27620,train,train,0.9473,False,
34757,27620,train,train,0.9473,False,
35169,27620,train,train,0.9473,False,
27620,28013,train,train,0.9473,False,
27620,31570,train,train,0.9473,False,
27620,34182,train,train,0.9473,False,
33740,36957,val,val,0.9471,False,
34177,36957,train,val,0.9471,True,
34716,36957,train,val,0.9471,True,
36957,34388,val,train,0.9471,True,
37755,37754,train,train,0.9469,False,
33421,34070,train,train,0.9467,False,
31539,31888,train,train,0.9466,False,
37747,37764,train,val,0.9465,True,
31350,30342,val,train,0.9465,True,
92085,92097,test,test,0.9463,False,
33022,31262,train,val,0.9458,True,
31262,32770,val,train,0.9458,True,
93536,93740,test,test,0.9457,False,
27822,36959,train,val,0.9455,True,
27822,36960,train,val,0.9455,True,
27822,37116,train,train,0.9455,False,
27822,37514,train,train,0.9455,False,
27822,38114,train,train,0.9455,False,
28267,36959,train,val,0.9455,True,
28267,36960,train,val,0.9455,True,
28267,37116,train,train,0.9455,False,
28267,37514,train,train,0.9455,False,
28267,38114,train,train,0.9455,False,
32439,36959,train,val,0.9455,True,
32439,36960,train,val,0.9455,True,
32439,37116,train,train,0.9455,False,
32439,37514,train,train,0.9455,False,
32439,38114,train,train,0.9455,False,
34198,36959,val,val,0.9455,False,
34198,36960,val,val,0.9455,False,
34198,37116,val,train,0.9455,True,
34198,37514,val,train,0.9455,True,
34198,38114,val,train,0.9455,True,
34838,36959,train,val,0.9455,True,
34838,36960,train,val,0.9455,True,
34838,37116,train,train,0.9455,False,
34838,37514,train,train,0.9455,False,
34838,38114,train,train,0.9455,False,
34843,36959,train,val,0.9455,True,
34843,36960,train,val,0.9455,True,
34843,37116,train,train,0.9455,False,
34843,37514,train,train,0.9455,False,
34843,38114,train,train,0.9455,False,
35614,36959,val,val,0.9455,False,
35614,36960,val,val,0.9455,False,
35614,37116,val,train,0.9455,True,
35614,37514,val,train,0.9455,True,
35614,38114,val,train,0.9455,True,
35751,36959,train,val,0.9455,True,
35751,36960,train,val,0.9455,True,
35751,37116,train,train,0.9455,False,
35751,37514,train,train,0.9455,False,
35751,38114,train,train,0.9455,False,
35755,36959,val,val,0.9455,False,
35755,36960,val,val,0.9455,False,
35755,37116,val,train,0.9455,True,
35755,37514,val,train,0.9455,True,
35755,38114,val,train,0.9455,True,
35770,36959,train,val,0.9455,True,
35770,36960,train,val,0.9455,True,
35770,37116,train,train,0.9455,False,
35770,37514,train,train,0.9455,False,
35770,38114,train,train,0.9455,False,
35772,36959,train,val,0.9455,True,
35772,36960,train,val,0.9455,True,
35772,37116,train,train,0.9455,False,
35772,37514,train,train,0.9455,False,
35772,38114,train,train,0.9455,False,
36285,36959,train,val,0.9455,True,
36285,36960,train,val,0.9455,True,
36285,37116,train,train,0.9455,False,
36285,37514,train,train,0.9455,False,
36285,38114,train,train,0.9455,False,
36926,36959,train,val,0.9455,True,
36926,36960,train,val,0.9455,True,
36926,37116,train,train,0.9455,False,
36926,37514,train,train,0.9455,False,
36926,38114,train,train,0.9455,False,
36959,27674,val,val,0.9455,False,
36959,28438,val,train,0.9455,True,
36959,30350,val,train,0.9455,True,
36959,34200,val,train,0.9455,True,
36959,34209,val,train,0.9455,True,
36959,30682,val,val,0.9455,False,
36959,32440,val,val,0.9455,False,
36960,27674,val,val,0.9455,False,
36960,28438,val,train,0.9455,True,
36960,30350,val,train,0.9455,True,
36960,34200,val,train,0.9455,True,
36960,34209,val,train,0.9455,True,
36960,30682,val,val,0.9455,False,
36960,32440,val,val,0.9455,False,
37116,27674,train,val,0.9455,True,
37116,28438,train,train,0.9455,False,
37116,30350,train,train,0.9455,False,
37116,34200,train,train,0.9455,False,
37116,34209,train,train,0.9455,False,
37116,30682,train,val,0.9455,True,
37116,32440,train,val,0.9455,True,
37514,27674,train,val,0.9455,True,
37514,28438,train,train,0.9455,False,
37514,30350,train,train,0.9455,False,
37514,34200,train,train,0.9455,False,
37514,34209,train,train,0.9455,False,
37514,30682,train,val,0.9455,True,
37514,32440,train,val,0.9455,True,
38114,27674,train,val,0.9455,True,
38114,28438,train,train,0.9455,False,
38114,30350,train,train,0.9455,False,
38114,34200,train,train,0.9455,False,
38114,34209,train,train,0.9455,False,
38114,30682,train,val,0.9455,True,
38114,32440,train,val,0.9455,True,
36458,34816,train,train,0.9453,False,
14384,20336,train,train,0.9452,False,
92085,92087,test,test,0.9451,False,
33316,33317,train,train,0.9449,False,
92086,92098,test,test,0.9448,False,
31083,31962,train,train,0.9448,False,
33315,33317,train,train,0.9444,False,
34812,36929,train,train,0.9442,False,
34812,37213,train,train,0.9442,False,
35107,36929,val,train,0.9442,True,
35107,37213,val,train,0.9442,True,
36929,34115,train,train,0.9442,False,
34115,37213,train,train,0.9442,False,
28274,36930,val,train,0.9442,True,
28274,37437,val,train,0.9442,True,
32346,36930,val,train,0.9442,True,
32346,37437,val,train,0.9442,True,
36930,28306,train,train,0.9442,False,
36930,30303,train,train,0.9442,False,
37437,28306,train,train,0.9442,False,
37437,30303,train,train,0.9442,False,
34658,37500,train,train,0.9441,False,
92086,92088,test,test,0.9438,False,
17874,34206,train,train,0.9437,False,
92097,92098,test,test,0.9436,False,
37760,37766,train,train,0.9435,False,
17874,30132,train,train,0.9434,False,
33421,37916,train,train,0.9434,False,
34623,34713,train,val,0.9433,True,
31513,36932,train,train,0.9432,False,
31513,37425,train,train,0.9432,False,
31513,37960,train,val,0.9432,True,
31055,17874,val,train,0.9431,True,
17874,33627,train,train,0.9430,False,
37744,37760,train,train,0.9430,False,
28168,29656,val,train,0.9430,True,
17874,37456,train,train,0.9429,False,
17874,33415,train,val,0.9429,True,
17874,33725,train,train,0.9429,False,
43335,17874,train,train,0.9428,False,
17874,28416,train,val,0.9428,True,
92098,92099,test,test,0.9428,False,
37975,35150,train,train,0.9428,False,
36576,26139,train,val,0.9427,True,
29953,37469,val,train,0.9426,True,
92088,92097,test,test,0.9426,False,
92087,92098,test,test,0.9424,False,
17874,33423,train,train,0.9423,False,
37757,37760,train,train,0.9422,False,
28383,37931,train,train,0.9418,False,
28069,29656,val,train,0.9417,True,
36928,34181,train,train,0.9416,False,
36928,34673,train,train,0.9416,False,
37996,34181,train,train,0.9416,False,
37996,34673,train,train,0.9416,False,
34181,37256,train,train,0.9416,False,
34673,37256,train,train,0.9416,False,
34623,37241,train,train,0.9415,False,
92087,92088,test,test,0.9414,False,
26185,32098,train,train,0.9413,False,
92097,92102,test,test,0.9413,False,
27385,27388,train,val,0.9413,True,
92086,92099,test,test,0.9408,False,
31838,36787,val,val,0.9407,False,
31838,28413,val,val,0.9407,False,
31838,30066,val,val,0.9407,False,
31838,31855,val,train,0.9407,True,
37756,37757,train,train,0.9404,False,
92087,92102,test,test,0.9401,False,
37747,37767,train,train,0.9400,False,
30375,37575,train,val,0.9399,True,
32910,37575,val,val,0.9399,False,
32994,37575,train,val,0.9399,True,
34986,37575,val,val,0.9399,False,
28730,37575,train,val,0.9399,True,
30322,37575,val,val,0.9399,False,
30408,37575,train,val,0.9399,True,
30570,37575,train,val,0.9399,True,
32036,37575,train,val,0.9399,True,
34117,37575,train,val,0.9399,True,
35826,37575,val,val,0.9399,False,
37747,37760,train,train,0.9397,False,
92097,92099,test,test,0.9396,False,
37179,34686,train,train,0.9396,False,
31880,31850,train,train,0.9391,False,
31850,32028,train,train,0.9391,False,
34717,34816,val,train,0.9388,True,
37748,37907,train,train,0.9388,False,
33323,33324,train,train,0.9388,False,
37610,34183,train,train,0.9387,False,
34183,37409,train,train,0.9387,False,
34183,37956,train,val,0.9387,True,
92087,92099,test,test,0.9384,False,
37759,37924,train,train,0.9383,False,
33406,34686,train,train,0.9382,False,
17874,33479,train,train,0.9381,False,
37053,37921,val,train,0.9380,True,
10768,9843,val,train,0.9379,True,
33421,37112,train,train,0.9378,False,
32669,36842,val,val,0.9377,False,
73105,62267,test,train,0.9376,True,ignore
36266,36326,val,train,0.9375,True,
35304,37852,train,train,0.9375,False,
35304,38019,train,train,0.9375,False,
35304,37184,train,train,0.9375,False,
35304,38007,train,train,0.9375,False,
37050,37852,val,train,0.9375,True,
37050,38019,val,train,0.9375,True,
37050,37184,val,train,0.9375,True,
37050,38007,val,train,0.9375,True,
37110,37852,val,train,0.9375,True,
37110,38019,val,train,0.9375,True,
37110,37184,val,train,0.9375,True,
37110,38007,val,train,0.9375,True,
37852,33537,train,train,0.9375,False,
37852,35004,train,val,0.9375,True,
38019,33537,train,train,0.9375,False,
38019,35004,train,val,0.9375,True,
33537,37184,train,train,0.9375,False,
33537,38007,train,train,0.9375,False,
37184,35004,train,val,0.9375,True,
35004,38007,val,train,0.9375,True,
28565,30072,train,train,0.9373,False,
33421,37915,train,train,0.9369,False,
31101,32059,train,train,0.9366,False,
31101,36896,train,val,0.9366,True,
31101,32437,train,train,0.9366,False,
92085,92101,test,test,0.9364,False,
37436,37919,val,train,0.9361,True,
33421,34671,train,train,0.9360,False,
26955,27673,train,train,0.9360,False,
37179,33406,train,train,0.9359,False,
30052,36860,train,train,0.9359,False,
30052,36875,train,train,0.9359,False,
30052,37204,train,train,0.9359,False,
32641,36860,train,train,0.9359,False,
32641,36875,train,train,0.9359,False,
32641,37204,train,train,0.9359,False,
32757,36860,train,train,0.9359,False,
32757,36875,train,train,0.9359,False,
32757,37204,train,train,0.9359,False,
32857,36860,val,train,0.9359,True,
32857,36875,val,train,0.9359,True,
32857,37204,val,train,0.9359,True,
34913,36860,train,train,0.9359,False,
34913,36875,train,train,0.9359,False,
34913,37204,train,train,0.9359,False,
36860,28295,train,train,0.9359,False,
36860,30761,train,train,0.9359,False,
36860,30775,train,train,0.9359,False,
36860,31492,train,val,0.9359,True,
36860,32943,train,val,0.9359,True,
36860,34477,train,train,0.9359,False,
36860,30578,train,train,0.9359,False,
36860,31131,train,train,0.9359,False,
36860,33991,train,val,0.9359,True,
36860,35872,train,train,0.9359,False,
36875,28295,train,train,0.9359,False,
36875,30761,train,train,0.9359,False,
36875,30775,train,train,0.9359,False,
36875,31492,train,val,0.9359,True,
36875,32943,train,val,0.9359,True,
36875,34477,train,train,0.9359,False,
36875,30578,train,train,0.9359,False,
36875,31131,train,train,0.9359,False,
36875,33991,train,val,0.9359,True,
36875,35872,train,train,0.9359,False,
37204,28295,train,train,0.9359,False,
37204,30761,train,train,0.9359,False,
37204,30775,train,train,0.9359,False,
37204,31492,train,val,0.9359,True,
37204,32943,train,val,0.9359,True,
37204,34477,train,train,0.9359,False,
37204,30578,train,train,0.9359,False,
37204,31131,train,train,0.9359,False,
37204,33991,train,val,0.9359,True,
37204,35872,train,train,0.9359,False,
28326,37587,train,train,0.9357,False,
29669,37587,train,train,0.9357,False,
31203,37587,val,train,0.9357,True,
31806,37587,train,train,0.9357,False,
32205,37587,train,train,0.9357,False,
33737,37587,train,train,0.9357,False,
34832,37587,val,train,0.9357,True,
36839,37587,train,train,0.9357,False,
36852,37587,train,train,0.9357,False,
37587,29327,train,train,0.9357,False,
37587,29753,train,train,0.9357,False,
37587,34163,train,train,0.9357,False,
37587,36381,train,val,0.9357,True,
37587,27849,train,train,0.9357,False,
37587,30093,train,train,0.9357,False,
24606,28063,train,val,0.9351,True,
26209,29227,train,train,0.9342,False,
37754,37760,train,train,0.9338,False,
37754,37756,train,train,0.9338,False,
92098,92101,test,test,0.9337,False,
37755,37757,train,train,0.9336,False,
37179,37975,train,train,0.9334,False,
27529,29820,train,train,0.9334,False,
37756,37760,train,train,0.9332,False,
92096,92098,test,test,0.9332,False,
33455,36933,train,train,0.9332,False,
33455,37062,train,train,0.9332,False,
36933,33771,train,train,0.9332,False,
36933,34075,train,train,0.9332,False,
36933,34903,train,train,0.9332,False,
37062,33771,train,train,0.9332,False,
37062,34075,train,train,0.9332,False,
37062,34903,train,train,0.9332,False,
31011,30524,train,train,0.9330,False,
90667,90668,test,test,0.9330,False,
37811,33421,train,train,0.9330,False,
37744,37757,train,train,0.9329,False,
92088,92101,test,test,0.9327,False,
34623,36890,train,train,0.9325,False,
34623,37012,train,train,0.9325,False,
35396,35441,train,train,0.9321,False,
37762,37766,val,train,0.9320,True,
8744,16673,val,train,0.9319,True,
34970,33631,val,train,0.9317,True,
92101,92102,test,test,0.9314,False,
37755,37760,train,train,0.9313,False,
92093,92102,test,test,0.9313,False,
92086,92096,test,test,0.9312,False,
37578,33722,train,train,0.9311,False,
27917,27660,train,train,0.9310,False,
31592,27660,train,train,0.9310,False,
27470,27233,train,train,0.9309,False,
92085,92098,test,test,0.9308,False,
33320,33322,val,train,0.9305,True,
92096,92097,test,test,0.9300,False,
92086,92090,test,test,0.9300,False,
92085,92088,test,test,0.9297,False,
92099,92101,test,test,0.9297,False,
31591,27669,train,train,0.9295,False,
34697,37053,train,val,0.9295,True,
74813,74814,test,test,0.9294,False,
92096,92099,test,test,0.9292,False,
37744,37756,train,train,0.9291,False,
92087,92096,test,test,0.9288,False,
92090,92097,test,test,0.9288,False,
92085,92102,test,test,0.9285,False,
34697,33482,train,train,0.9282,False,
37051,37172,train,train,0.9278,False,
92087,92090,test,test,0.9277,False,
33377,35441,train,train,0.9272,False,
33388,35441,train,train,0.9272,False,
33993,35441,val,train,0.9272,True,
36895,35441,train,train,0.9272,False,
34796,35441,train,train,0.9272,False,
92088,92098,test,test,0.9271,False,
92085,92099,test,test,0.9268,False,
37744,37767,train,train,0.9268,False,
19002,19229,train,val,0.9267,True,
27773,28327,train,val,0.9266,True,
28576,28327,val,val,0.9266,False,
28100,33072,train,train,0.9266,False,
20336,22676,train,train,0.9263,False,
37757,37762,train,val,0.9260,True,
92098,92102,test,test,0.9258,False,
29659,30072,train,train,0.9258,False,
37744,37762,train,val,0.9254,True,
37975,33406,train,train,0.9254,False,
37764,37117,val,train,0.9254,True,
37754,37757,train,train,0.9253,False,
37762,37764,val,val,0.9252,False,
36913,36288,train,val,0.9249,True,
92088,92102,test,test,0.9248,False,
32505,27662,train,train,0.9246,False,
92095,92098,test,test,0.9246,False,
27662,31971,train,train,0.9246,False,
31011,31743,train,val,0.9245,True,
28427,32954,train,val,0.9243,True,
32753,34676,val,train,0.9241,True,
28010,28427,train,train,0.9240,False,
33895,33904,train,train,0.9239,False,
55190,56078,train,val,0.9238,True,
27529,27635,train,train,0.9237,False,
34121,34875,train,train,0.9236,False,
92086,92103,test,test,0.9236,False,
31043,30523,train,val,0.9233,True,
31236,30523,train,val,0.9233,True,
30523,31041,val,train,0.9233,True,
28565,29659,train,train,0.9233,False,
92088,92099,test,test,0.9232,False,
92084,92086,test,test,0.9231,False,
31738,34709,train,train,0.9228,False,
37760,37767,train,train,0.9228,False,
92093,92097,test,test,0.9227,False,
37755,37762,train,val,0.9227,True,
92086,92095,test,test,0.9226,False,
92097,92103,test,test,0.9224,False,
28399,31503,train,train,0.9224,False,
34354,26224,val,train,0.9223,True,
37755,37756,train,train,0.9222,False,
92084,92097,test,test,0.9219,False,
92099,92102,test,test,0.9219,False,
82298,93028,test,test,0.9218,False,
92093,92087,test,test,0.9216,False,
92095,92097,test,test,0.9214,False,
21814,21828,train,train,0.9213,False,
21828,21848,train,train,0.9213,False,
30317,29770,val,train,0.9213,True,
